P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_RoofwithInsulationBatt154mm,P10_RoofwithInsulationBatt244mm,P10_RoofwithInsulationBatt89mm,P10_RoofwithInsulationBoard25mm,P10_RoofwithInsulationBoard50mm,P10_RoofwithInsulationBoard75mm,P10_RoofwithInsulationCellularGlass25mm,P10_RoofwithInsulationCellularGlass50mm,P10_RoofwithInsulationCellularGlass75mm,P10_RoofwithInsulationExpandedPerlite25mm,P10_RoofwithInsulationExpandedrubber(rigid)25mm,P10_RoofwithInsulationGlassfiber25mm,P10_RoofwithInsulationGlassfiber50mm,P10_RoofwithInsulationGlassfiber75mm,P10_RoofwithInsulationXPS25mm,P10_RoofwithInsulationXPS50mm,P10_RoofwithInsulationXPS75mm,P10_RoofwithVegetation,P11_DblBronze6mm/13mmAir,P11_DblClr6mm/13mmAir,P11_DblElecAbsBleached6mm/13mmAir,P11_DblElecAbsColored6mm/13mmAir,P11_DblElecRefBleached6mm/13mmAir,P11_DblElecRefColored6mm/13mmAir,P11_DblGreen6mm/13mmAir,P11_DblGrey6mm/13mmAir,P11_DblLoE(e2=.1)Tint6mm/13mmAir,P11_DblLoEElecAbsBleached6mm/13mmAir,P11_DblLoEElecAbsColored6mm/13mmAir,P11_DblLoEElecRefBleached6mm/13mmAir,P11_DblLoEElecRefColored6mm/13mmAir,P11_DblLoESpecSelTint6mm/13mmAir,P11_DblRef-A-HTint6mm/13mmAir,P11_DblRef-A-LTint6mm/13mmAir,P11_DblRef-A-MTint6mm/13mmAir,P11_QuadrupleLoEFilms(88)3mm/8mmKrypton,P11_TrpLoEFilm(33)Bronze6mm/13mmAir,P11_TrpLoEFilm(44)Bronze6mm/13mmAir,P11_TrpLoEFilm(55)Bronze6mm/13mmAir,P11_TrpLoEFilm(66)Bronze6mm/13mmAir,P12,P13,P14,P15_LOWREFLECT-HIGHTRANSSHADE,P15_LOWREFLECT-LOWTRANSSHADE,P15_LOWREFLECT-MEDIUMTRANSSHADE,P15_MEDIUMREFLECT-LOWTRANSSHADE,P15_MEDIUMREFLECT-MEDIUMTRANSSHADE,P16_ContinuousOff,P16_Stepped,P17,P18,P19,P20_G0525mmwood,P20_G0650mmwood,P20_G0710mmwood,P21,P22_ARGON13MM,P22_KRYPTON13MM,P22_XENON13MM,P23_FloorwithInsulationBatt154mm,P23_FloorwithInsulationBatt244mm,P23_FloorwithInsulationBatt89mm,P23_FloorwithInsulationBoard25mm,P23_FloorwithInsulationBoard50mm,P23_FloorwithInsulationBoard75mm,P23_FloorwithInsulationCellularglass25mm,P23_FloorwithInsulationCellularglass50mm,P23_FloorwithInsulationCellularglass75mm,P23_FloorwithInsulationExpandedPerlite25mm,P23_FloorwithInsulationExpandedrubber(rigid)25mm,P23_FloorwithInsulationGlassfiber25mm,P23_FloorwithInsulationGlassfiber50mm,P23_FloorwithInsulationGlassfiber75mm,P23_FloorwithInsulationXPS25mm,P23_FloorwithInsulationXPS50mm,P23_FloorwithInsulationXPS75mm,P24_DblClrLowIron5mm/13mmAir,P24_DblElecAbsBleached6mm/13mmAir,P24_DblLoE(e2=.1)Clr6mm/13mmAir,P24_DblLoE(e2=.2)Clr6mm/13mmAir,P24_DblLoESpecSelClr6mm/13mmAir,P24_TrpLoEFilm(55)Clr6mm/13mAir,P24_TrpLoEFilm(66)Clr6mm/13mmAir,P25_DualDuct,P25_FanCoil,P25_FanCoil-DOAS,P25_PTAC,P25_PTAC-DOAS,P25_PTHP,P25_PTHP-DOAS,P25_PackagedVAV,P25_UnitaryHeatPump,P25_VAVAir-CooledChillers,P25_VAVWater-CooledChillers,P25_VRF,P25_VRF-DOAS,P25_WaterToAirHeatPump,t1,t2,t3,t4,t5
27,32,0.65,0.74,0.57,1.01,1.1,0.1,0.00944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3,0.15,85,0,1,0,0,0,1,0,0.1,100,0.89,0,1,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11788.35661797315,11496.22752224482,770.6556834883444,35.88292337422114,53.77083333333336
19,31,0.5,0.72,0.36,1.01,1.1,0.5,0.01888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,0.1,120,0,0,1,0,0,1,0,0.45,120,0.94,0,0,0,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8465.111585982122,10682.261008510915,755.6103697743753,34.89343494736004,426.2083333333331
24,29,0.8,0.67,0.54,0.89,1.1,0.2,0.02832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.3,105,0,0,1,0,0,0,1,0.4,75,0.8,0,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14414.92358496469,7832.567694270404,719.1296358687018,12.489725352333744,229.1666666666665
24,30,0.95,0.61,0.57,0.96,1.1,0.15,0.0472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.25,95,1,0,0,0,0,0,1,0.35,45,0.71,1,0,0,0.45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22912.59712503321,7874.129455944271,702.3840725954545,11.713852912922654,217.39583333333323
18,28,0.7,0.61,0.57,0.89,1.1,0.45,0.01888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0.5,95,0,1,0,0,0,0,0,0.35,35,0.82,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13283.040452985526,12617.19826225133,774.2679985439722,11.449048268899626,31.104166666666675
25,31,1.4,0.67,0.36,1.01,1.3,0.35,0.0472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,80,1,0,0,0,0,0,0,0.4,95,0.59,0,1,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37036.22472087016,27907.300303322845,549.9740996471115,31.79816373083302,326.79166666666686
22,32,1.7,0.67,0.57,0.96,1.1,0.15,0.0944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,75,1,0,0,0,0,0,1,0.3,60,0.89,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83552.62575342624,21281.543721775597,509.9180829065469,14.432535092807573,414.0833333333336
21,31,1.7,0.61,0.57,0.96,1.1,0.2,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.15,50,0,0,0,0,0,1,0,0.01,110,0.51,0,0,0,0.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83167.29098888095,49777.6314625324,509.8388532943141,14.65500680256037,121.87500000000016
28,28,0.35,0.74,0.57,0.89,1.37,0.4,0.02832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0.1,115,0,0,1,0,0,0,0,0.45,30,0.4,0,0,0,0.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35501.2316038176,20405.578755387145,651.3702031594112,34.05011378125494,55.35416666666666
28,28,0.65,0.72,0.36,0.89,1.37,0.5,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.35,0.45,50,0,0,0,0,0,0,1,0.5,55,0.45,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122102.88431329184,30998.87769856301,614.7704395170716,29.831554420615262,59.291666666666686
23,29,1.05,0.67,0.36,0.89,1.1,0.35,0.0472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.35,55,0,0,0,0,1,0,1,0.25,100,0.69,1,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26659.591631698862,8794.065288302327,662.6238271422752,12.557085703031072,471.9791666666665
21,32,1.7,0.67,0.54,0.96,1.14,0.2,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.25,105,0,0,1,0,0,0,0,0.01,60,0.77,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81950.43583725196,48888.291186084265,509.849416124154,14.776287541854677,55.06249999999995
23,29,0.95,0.72,0.54,0.96,1.1,0.5,0.02832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.45,0.3,85,0,0,0,1,0,1,0,0.2,110,0.54,0,0,1,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30831.01971101073,22161.51334587856,600.133300268615,11.904258596702258,19.145833333333343
22,30,1.25,0.61,0.54,1.01,1.14,0.45,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.01,120,0,0,0,1,0,0,1,0.45,110,0.8,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54952.068002512766,15189.98160848264,606.3555073435169,13.595689668812073,204.8333333333328
19,32,0.25,0.74,0.36,1.01,1.3,0.1,0.0944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0.3,85,0,0,0,1,0,0,1,0.5,45,0.57,0,0,1,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58477.911486180186,37710.96984658289,552.1352250132956,33.06197747182602,13.333333333333332
18,28,0.4,0.74,0.36,1.01,1.14,0.5,0.08496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0.5,40,0,0,0,1,0,1,0,0.15,105,0.51,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37883.82322493766,20538.14183142247,628.8433072188396,30.525002262075397,131.39583333333331
20,32,1.7,0.67,0.54,0.96,1.37,0.25,0.0944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.35,85,1,0,0,0,0,0,0,0.45,60,0.59,0,0,1,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79043.46760543245,47401.71882683568,510.0327209956336,14.697100898834645,222.02083333333348
26,31,1.5,0.72,0.57,0.89,1.14,0.4,0.05664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0.2,65,0,0,0,0,1,0,1,0.4,80,0.77,1,0,0,0.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36988.79629126611,23315.799541777225,594.0631159503291,19.30739326681798,234.41666666666657
19,29,0.95,0.61,0.36,0.89,1.14,0.4,0.05664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.55,0.3,75,0,0,0,1,0,1,0,0.2,105,0.9,0,0,1,0.35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39860.80157376301,22846.602011041883,551.9385453541832,17.745806664992923,16.85416666666668
21,30,0.75,0.67,0.36,0.89,1.14,0.25,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.35,0.3,110,0,0,1,0,0,0,1,0.45,65,0.94,1,0,0,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41740.64102610329,22961.22206784686,610.103332451271,32.57009025740704,55.854166666666686
22,30,1.05,0.74,0.36,0.89,1.3,0.35,0.00944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.35,90,0,0,0,0,1,0,0,0.25,55,0.86,0,1,0,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14168.939875124825,14299.552673439448,674.1029288646224,35.78763653184576,373.2083333333339
18,32,0.8,0.61,0.57,1.01,1.3,0.2,0.0944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,120,0,0,0,0,1,0,0,0.01,30,0.8,0,0,0,0.45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61592.99508955813,29738.01466534168,528.6960201673461,19.369405809763403,287.75000000000045
24,32,1.55,0.67,0.57,0.89,1.37,0.5,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.4,65,0,0,0,1,0,0,1,0.25,50,0.57,0,1,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50633.67446463928,14193.354439547824,596.4857184471726,12.403196601713162,224.1666666666666
18,28,0.35,0.67,0.57,1.01,1.1,0.1,0.08496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35,0.5,50,1,0,0,0,0,1,0,0.1,50,0.86,0,0,0,0.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24485.91814669116,9911.018631318457,713.9591931116219,13.224691050543166,143.41666666666674
27,28,1.4,0.67,0.57,1.01,1.1,0.45,0.08496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0.01,115,0,0,0,0,1,1,0,0.2,60,0.85,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51131.073268284206,28172.708779586068,565.5068272567122,31.365766967717207,249.10416666666669
18,32,0.4,0.72,0.54,0.96,1.37,0.5,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.85,0.3,50,0,0,0,1,0,0,1,0.35,60,0.79,0,1,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21855.743463502444,15890.691791719615,778.8527822510647,19.900976317688635,12.374999999999991
27,28,0.65,0.72,0.36,0.89,1.3,0.4,0.00944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.45,60,0,0,1,0,0,0,0,0.25,35,0.45,0,0,1,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21736.33050068382,15590.055702713318,697.1204257135834,34.16298684368972,102.875
24,31,1.8,0.67,0.54,0.96,1.1,0.2,0.0944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.3,85,0,0,0,1,0,0,0,0.35,55,0.8,0,0,1,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50468.041312187255,14125.03046981024,588.8543240782566,12.23251361511437,87.70833333333346
22,31,1.85,0.72,0.57,1.01,1.14,0.25,0.05664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.3,75,0,0,0,0,1,1,0,0.1,60,0.79,0,0,1,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62204.39383619862,32870.86185006106,554.2362905122881,31.75305379112368,145.54166666666663
21,31,1.7,0.61,0.57,0.96,1.1,0.2,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.25,105,0,0,1,0,0,0,0,0.5,30,0.4,0,0,1,0.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89272.78884802022,48496.48065917533,509.9904088903265,42.8808930330294,48.70833333333333
21,29,0.3,0.67,0.54,0.96,1.37,0.5,0.01888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.25,115,0,0,0,0,0,0,0,0.45,75,0.59,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15463.69417971994,15083.94578944373,687.1542131674513,34.386512087877506,37.20833333333334
22,29,1.65,0.61,0.57,0.89,1.3,0.35,0.05664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.35,100,0,0,0,1,0,0,1,0.4,45,0.84,0,1,0,0.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54532.31374182123,34643.461753231575,534.3250929629922,12.692663043630004,13.833333333333329
28,32,1.9,0.74,0.36,1.01,1.1,0.25,0.07552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3,0.5,55,0,0,0,0,0,1,0,0.25,40,0.4,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46135.89594367903,13114.451774071746,589.6955102245083,11.608125779557822,32.39583333333331
20,28,0.45,0.74,0.57,0.89,1.14,0.35,0.01888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.5,45,0,0,0,0,0,1,0,0.15,105,0.53,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35860.83409852318,10706.810877101818,742.7624549034732,35.28149356921143,495.2708333333334
23,32,1.05,0.74,0.36,1.01,1.14,0.15,0.08496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.5,50,0,0,0,0,0,1,0,0.2,75,0.77,0,0,1,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38470.98374885013,22759.13696791357,589.7399054209092,21.20885289151204,13.999999999999998
19,30,0.35,0.67,0.54,0.96,1.14,0.3,0.00944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.2,90,0,1,0,0,0,0,1,0.5,35,0.71,1,0,0,0.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10224.33679903948,5149.869051023626,901.9592100900488,12.24512442885019,164.95833333333334
21,31,1.7,0.61,0.57,0.96,1.1,0.2,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.3,85,0,0,0,0,1,0,0,0.35,100,0.77,0,1,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38171.77801640412,25669.514601051946,596.3718298776002,11.988597829774363,54.8958333333333
28,32,0.1,0.72,0.36,0.89,1.3,0.5,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.1,35,0,1,0,0,0,1,0,0.25,45,0.85,0,0,1,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6230.40979377801,8914.211665295363,936.042473799584,36.819151353723385,61.89583333333325
19,32,0.25,0.74,0.54,0.89,1.37,0.4,0.03776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.55,0.25,65,0,0,0,0,0,1,0,0.45,90,0.4,0,0,1,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48155.35697741824,13523.374355129064,725.7751172462484,31.033764878867416,39.35416666666669
25,30,1.1,0.67,0.36,0.89,1.14,0.35,0.02832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.35,85,0,0,0,1,0,0,1,0.35,100,0.51,0,1,0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25617.40982741302,18266.41195905168,652.238739240142,19.799392747727733,147.70833333333283
24,31,1.4,0.61,0.36,0.96,1.37,0.2,0.01888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0.3,90,0,0,0,0,1,0,1,0.5,75,0.57,0,1,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18252.89941441243,6831.056088913349,689.2095351031979,11.304866328590595,267.06249999999994
27,31,1.7,0.61,0.57,0.89,1.14,0.35,0.01888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,85,0,0,0,1,0,0,1,0.3,55,0.89,0,0,1,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15979.661608624028,15405.040963843689,637.1258529213433,33.79566374457502,405.0416666666667
21,31,1.7,0.61,0.57,0.96,1.1,0.2,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.25,95,1,0,0,0,0,0,1,0.2,50,0.85,0,0,1,0.45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75557.16329217315,37241.217778866536,544.494479796614,31.91687863090972,173.02083333333331
